alias,preferred_term,alias_type,country_scope,source,confidence
Civil Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Clearing Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Coal Mine Production Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Commercial Construction Superintendent,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Commercial Roofing Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Concrete Finishing Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Concrete Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Concreting Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Construction Coordinator,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Construction Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Construction Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Core Drilling Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Crew Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Dike Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Dimension Stone Quarry Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Doping Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Dredge Operator Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Drilling Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Drilling Superintendent,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Drywall Application Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Electrical Foreman,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Electrical Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Electrician Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Excavating Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Face Boss,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Fence Erector Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Field Assembly Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Field Operations Supervisor,source_onet_first_line_supervisors_of_construction_trades_and_extraction_workers,alias,all,open_taxonomy_supported,4
Commercial Field Manager,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Commercial Solar Superintendent,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Commercial Subcontractor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Installation Manager,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Photovoltaic Subcontractor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Piping Supervisor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Residential Field Manager,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Residential Field Supervisor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Residential Remodeling Subcontractor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Residential Subcontractor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Electrical Project Manager (Solar Electrical PM),source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Energy Installation Manager,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Energy Project Manager (Solar Energy PM),source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Field Supervisor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Installation Crew Foreman,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Installation Crew Supervisor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Installation Manager,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Installation Supervisor,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Project Coordination Specialist,source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Solar Project Manager (Solar PM),source_onet_solar_energy_installation_managers,alias,all,open_taxonomy_supported,4
Assembler,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Control Technician (Boiler Control Tech),source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Erector,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Fitter,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Installer,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Maker,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Mechanic,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Reliner,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Repairman,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Service Technician (Boiler Service Tech),source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Setter,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Shop Mechanic,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Technician (Boiler Tech),source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Tester,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boiler Welder,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilerhouse Mechanic,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilermaker,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilermaker Fitter,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilermaker Journeyman,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilermaker Mechanic,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilermaker Pipe Fitter,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Boilermaker Welder,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Erector,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Fitter,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Industrial Boiler Service Technician (Industrial Boiler Service Tech),source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Industrial Boilermaker,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Industrial Field Service Boilermaker,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Locomotive Boilermaker,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Pressure Tester,source_onet_boilermakers,alias,all,open_taxonomy_supported,4
Adobe Layer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Block Layer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Block Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Block Paver,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Blockmason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Bottom Liner,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick and Block Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick and Tile Bricklayer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Chimney Builder,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Dropper,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Layer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Paver,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Pointer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brick Setter,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Bricklayer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Brickmason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Casing Builder,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Casing Man,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Casing Worker,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Chimney Builder,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Chimney Mechanic,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Chimney Repairer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Cinder Block Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Coke Oven Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Coke Oven Patcher,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Concrete Block Layer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Concrete Block Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Concrete Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Construction Bricklayer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Cupola Liner,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Cupola Mechanic,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Cupola Patcher,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Door Liner,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Duct Layer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Epoxy Specialist,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Firebrick and Refractory Bricklayer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Firebrick and Refractory Tile Bricklayer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Firebrick Layer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Fireplace Installer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Fitter,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Furnace Builder,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Furnace Liner,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Furnace Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Furnace Mechanic,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Furnace Reliner,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Gypsum Block Setter,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Hot Top Liner,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Journeyman Mason,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Kiln Car Repairer,source_onet_brickmasons_and_blockmasons,alias,all,open_taxonomy_supported,4
Artificial Stone Applicator,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Banker Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Composition Stone Applicator,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Construction Monument Setter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Curbstone Setter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Flagstone Layer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Formstone Fitter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Granite Block Paver,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Granite Setter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Marble Installer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Marble Setter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Marble Shop Worker,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Mason Mechanic,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Material Applicator,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Memorial Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Monument Erector,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Monument Installer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Monument Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Monument Setter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Permastone Applicator,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Permastone Installer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Rock Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Chimney Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Derrickman,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Installer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Layer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Mason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Paver,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Repairer,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stone Setter,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Stonemason,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Utility Applicator,source_onet_stonemasons,alias,all,open_taxonomy_supported,4
Aluminum Siding Applicator,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Aluminum Siding Installer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Aluminum Siding Mechanic,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Amusement and Recreational Prop Maker,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Asbestos Siding Mechanic,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Assembled Wood Products Repairer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Beam Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boat Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boat Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boat Carpenter Mechanic,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boat Finisher,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boat Joiner,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boat Repairer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Boatwright,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Bowling Alley Floors Installer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Bracer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Braddisher,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Brattice Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Bridge Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Bridge Mechanic,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Building Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Cabinet Installer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Cabinet Maker,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Canoe Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Carpenter Assembler,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Carpenter Repairer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Carpentry Specialist,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Casket Assembler,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Ceiler,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Closet Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Commercial Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Composition Siding Worker,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Composition Weatherboard Applier,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Concrete Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Construction Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Construction Framer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Cooper,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Counter Installer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Custom Applicator,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Custom Framing Specialist,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Custom Wood Stair Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Dock Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Door Hanger,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Door Installer,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Doormaker,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Finish Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Flume Worker,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Form Builder,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Form Builder Carpenter,source_onet_carpenters,alias,all,open_taxonomy_supported,4
Carpet Cleaning Tech (Carpet Cleaning Technician),source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Carpet Installation Specialist,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Carpet Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Carpet Layer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Carpet Mechanic,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Carpet Technician,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Carpet Tile Layer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Commercial Carpet Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Commercial Floor Covering Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Floor Coverer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Floor Coverer Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Floor Covering Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Floor Installation Mechanic,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Floor Technician,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Flooring Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Residential Carpet Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Rug Layer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Subcontractor Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Wall-to-Wall Carpet Installer,source_onet_carpet_installers,alias,all,open_taxonomy_supported,4
Asphalt Tile Floor Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Commercial Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Composition Floor Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Composition Floor Setter,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Composition Tile Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Cork Floor Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Epoxy Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Cover Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Covering Contractor,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Covering Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Covering Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Coverings Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Floor Technician (Floor Tech),source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Flooring Contractor,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Flooring Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Flooring Mechanic,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Flooring Professional,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Flooring Technician (Flooring Tech),source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Laminate Floor Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Linoleum Floor Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Linoleum Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Linoleum Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Linoleum Mechanic,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Linoleum Tile Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Plastic Tile Setter,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Resilient Tile Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Rubber Block Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Rubber Tile Floor Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Shock Absorption Floor Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Shock-Absorption Floor Layer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Soft Tile Setter,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tile Applicator,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tile Fitter,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tile Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tile Mechanic,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tile Setter,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tile Trimmer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Tiler,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Vinyl Flooring Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Vinyl Installer,source_onet_floor_layers_except_carpet_wood_and_hard_tiles,alias,all,open_taxonomy_supported,4
Bowling Alley Refinisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Finisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Finisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Mechanic,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Refinisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Renovator,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Sander,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Sander and Finisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Sanding Machine Operator,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Scraper,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floor Surfacer,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Floorer,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Hardwood Finisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Hardwood Floor Finisher and Sander,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Hardwood Floor Refinisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Hardwood Floor Sander,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Liquid Floor and Wall Applier,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Refinisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Sander,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Scraper,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Surfacer,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Wood Floor Refinisher,source_onet_floor_sanders_and_finishers,alias,all,open_taxonomy_supported,4
Acoustical Carpenter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Acoustical Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Acoustical Material Worker,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Bathroom Fitter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Ceramic Tile Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Ceramic Tile Mechanic,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Ceramic Tile Setter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Floor Tile Layer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Granite Countertop Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Granite Fabricator,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Granite Installer,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
Hard Tile Setter,source_onet_tile_and_stone_setters,alias,all,open_taxonomy_supported,4
