role_title,mapped_term,mapped_dimension,role_family,country_scope,source,confidence
Child Nutrition Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinical Dietetic Technician,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cook Chill Technician (CCT),source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diet Aide,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diet Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diet Clerk,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diet Tech (Diet Technician),source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diet Tech (Dietetic Technician),source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Diet Technician Registered (DTR),source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dietary Aide,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dietary Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dietary Clerk,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dietary Technician (Dietary Tech),source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dietetic Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dietetic Technician Registered (DTR),source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Food and Nutrition Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Food and Nutrition Services Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Food Service Technician,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Menu Planner,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Nutrition Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Nutrition Associate,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Nutrition Care Assistant,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Nutrition Clerk,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Nutrition Coordinator,source_onet_dietetic_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacy Technicians,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Accredited Pharmacy Technician,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Pharmacy Technician (CPhT),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Chemotherapy Pharmacy Technician (Chemo Pharmacy Technician),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compounding Pharmacy Tech (Compounding Pharmacy Technician),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Compounding Technician,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Drug Coordinator,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Hospital Pharmacy Tech (Hospital Pharmacy Technician),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Inpatient Pharmacy Tech (Inpatient Pharmacy Technician),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
OR Pharmacy Tech (Operating Room Pharmacy Tech),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacist Assistant,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacist Technician,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacy Clerk,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacy Laboratory Technician,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacy Service Associate,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacy Technician (Pharm Tech),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pharmacy Technologist,source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Retail Pharmacy Tech (Retail Pharmacy Technician),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
RPhT (Registered Pharmacy Technician),source_onet_pharmacy_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Psychiatric Technicians,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Autism Behavior Technician (Autism Behavior Tech),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Behavior Technician (Behavior Tech),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Behavioral Health Associate,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Behavioral Technician (Behavioral Tech),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
BHT (Behavioral Health Technician),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Counselor,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Care Technician (Health Care Tech),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
LPT (Licensed Psychiatric Technician),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Mental Health Associate,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Mental Health Specialist,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Mental Health Technician (MHT),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
MHA (Mental Health Assistant),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
MHW (Mental Health Worker),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Milieu Therapist,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Patient Care Specialist,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Psychiatric Assistant,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Psychiatric Safety Tech (Psychiatric Safety Technician),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Psychiatric Technician (PT),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Psychology Associate,source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Psychology Technician (Psychology Tech),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
RBT (Registered Behavior Technician),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Rehabilitation Technician (Rehab Tech),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Residential Aide (RA),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Support Team Member (STM),source_onet_psychiatric_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgical Technologists,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Cardiovascular Operating Room Technologist (CVOR Technologist),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Surgical Technician,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Surgical Technologist (CST),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Operating Room Surgical Technician (OR St),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Operating Room Surgical Technologist,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Operating Room Technician (OR Tech),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Operating Room Technologist (OR Tech),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Scrub Technician,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgery Technician (Surgery Tech),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgical Orderly,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgical Scrub Technician,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgical Scrub Technologist (Surgical Scrub Tech),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgical Technician,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Surgical Technologist (Surgical Tech),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Travel OR Tech (Travel Operating Room Technician),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Travel Surgical Tech (Travel Surgical Technician),source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Travel Surgical Technologist,source_onet_surgical_technologists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Technologists and Technicians,source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Animal Care Technician (Animal Care Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Animal Health Technician (Animal Health Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Animal Technician (Animal Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Veterinary Technician (CVT),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Emergency Veterinary Technician (Emergency Vet Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Internal Medicine Veterinary Technician (Internal Medicine Vet Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Veterinary Technician (LVT),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Registered Veterinary Technician (RVT),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Swine Technician (Swine Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinarian Lab Technician (Veterinary Lab Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinarian Technician (Vet Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Assistant (Vet Assistant),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Laboratory Technician (Vet Lab Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Nurse (Vet Nurse),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Surgery Technician (Vet Surgery Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Surgery Technologist (Vet Surgery Technologist),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Technician (Vet Tech),source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary Technologist,source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Veterinary X-Ray Operator,source_onet_veterinary_technologists_and_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Medical Technicians,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Ophthalmic Medical Technician (Certified Ophthalmic Medical Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Ophthalmic Surgical Assistant,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Ophthalmic Technician (COT),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Ophthalmic Technician-Surgical Assistant (COT-SA),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Retinal Angiographer,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Eyecare Advisor,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Technician (Health Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Technician (Medical Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ocular Care Technician (Ocular Care Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ocular Care Technologist,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Aide,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Assistant,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Diagnostic Sonographer,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Medical Assistant,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Medical Technician (Ophthalmic Medical Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Scribe,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Tech (Ophthalmic Technician),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmology Assistant,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmology Technician (Ophthalmology Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optical Technician (Optical Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optometric Assistant,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optometric Technician (Optometric Tech),source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Paraoptometric,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Retinal Angiographer,source_onet_ophthalmic_medical_technicians,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Practical and Licensed Vocational Nurses,source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Charge Nurse,source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinic Licensed Practical Nurse (Clinic LPN),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinic Nurse,source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Home Health Licensed Practical Nurse (Home Health LPN),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Care Coordinator (LCC),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Practical Nurse (LPN),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Vocational Nurse (LVN),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Long Term Care LPN (Long Term Care Licensed Practical Nurse),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical LPN (Medical Licensed Practical Nurse),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Nursing Home LPN (Nursing Home Licensed Practical Nurse),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Office Nurse,source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Pediatric LPN (Pediatric Licensed Practical Nurse),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Private Duty Licensed Practical Nurse (Private Duty LPN),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Private Duty Nurse,source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Radiation Oncology Nurse,source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Triage LPN (Triage Licensed Practical Nurse),source_onet_licensed_practical_and_licensed_vocational_nurses,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Medical Records Specialists,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Coding Specialist,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Medical Coder,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Professional Coder (CPC),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinical Documentation Specialist,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Clinical Office Technician (Clinical Office Tech),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coder,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coding Consultant,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Coding Specialist,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Disability Rater,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Electronic Health Records Specialist (EHR Specialist),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Fee Coder,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Informatics Specialist,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Clerk,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Coder,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Management Hospital Coder (HIM Hospital Coder),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Management Inpatient Coding Auditor (HIM Inpatient Coding Auditor),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Management Technician (HIM Tech),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Specialist,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Systems Technician (Health Information Systems Tech),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Information Technician (Health Information Tech),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Record Technician (Health Record Tech),source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Records Technician,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Health Services Information Specialist,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Inpatient Coder,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Insurance Coder,source_onet_medical_records_specialists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
"Opticians, Dispensing",source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Optician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Contact Lens Fitter,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Contact Lens Technician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dispensing and Measuring Optician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Dispensing Optician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Eyecare Advisor,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Eyeglass Fitter,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Eyewear Specialist,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Dispensing Optician (LDO),source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Optical Dispenser,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Optician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Ophthalmic Dispenser,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optical Dispenser,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optical Sales Associate,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optical Technician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Optometric Technician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Registered Optician,source_onet_opticians_dispensing,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotists and Prosthetists,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
American Board Certified Orthotist (ABC Orthotist),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Artificial Limb Fitter,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Board Orthotist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Board Prosthetist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Orthotic Fitter,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Orthotist (CO),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Pedorthist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Prosthetist (CP),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Certified Prosthetist Orthotist (CPO),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Orthotist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Licensed Prosthetist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
LPO (Licensed Prosthetist Orthotist),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthopedic Assistant,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthopedic Mechanic,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotic and Prosthetic Technician (Orthotic and Prosthetic Tech),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotic Clinician,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotic Fitter,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotic Practitioner,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotic Technician (Orthotic Tech),source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotics Assistant,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotist and Prosthetist,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
Orthotist Clinician,source_onet_orthotists_and_prosthetists,role_title,source_imported_role,Canada/India/USA,open_taxonomy_supported,4
